# Word list for a specific language.
# In this file, line starts with # (comments) and empty lines are ignored
# Word list is organize like this :	
# $GRAMMAR$ : describe how extract word and frequency from following list. 
# The grammar affect following lines, this way its possible to have several grammar in the file. 
# When a new grammar is found, it replace the actual grammar for the rest of list, until meet an other $GRAMMAR$ (or reach end of document)

# Default $GRAMMAR$ definition : 
$GRAMMAR$	<frequency>[SPACE]<word>
# Where :
# 		<frequency> is the place for the integer for frequency
# 		[SPACE] one or more "space characters" (Space, tabulation)
# 		<word> is the place for the "word"

# *****************************************
# ***   French word initial word list   ***
# *****************************************

$GRAMMAR$	<word>|<frequency>
rentamer|1
rente|1
renter|1
rentier|1
rentière|1
rentrant|1
rentrante|1
rentrer|1
rentré|1
rentrée|1
renversant|1
renversement|1
renverser|1
renversé|1
renvider|1
renvoi|1
renvoyer|1
renvoyé|1
renâcler|1
renégat|1
renégate|1
repaire|1
reparaître|1
reparler|1
repartie|1
repartir|1
repas|1
repassage|1
repasser|1
repasseur|1
repasseuse|1
repassé|1
repaître|1
repenser|1
repentance|1
repentant|1
repentir|1
repeuplement|1
repeupler|1
repiquage|1
repiquer|1
repiqué|1
replacement|1
replacer|1
replantation|1
replanter|1
replanté|1
replat|1
replet|1
repli|1
repliable|1
repliement|1
replier|1
replié|1
reploiement|1
replonger|1
reployer|1
replâtrage|1
replâtrer|1
replète|1
repopulation|1
report|1
reportage|1
reporter|1
reporté|1
repos|1
reposant|1
repose-bras|1
repose-tête|1
reposer|1
repositionner|1
reposé|1
repoussage|1
repoussant|1
repoussante|1
repousse|1
repousser|1
repoussoir|1
repoussé|1
repoussée|1
reprendre|1
repreneur|1
reprint|1
reprisage|1
reprise|1
repriser|1
reprochable|1
reproche|1
reprocher|1
reproducteur|1
reproducteurs|1
reproductible|1
reproduction|1
reproductrice|1
reproduire|1
reproduit|1
reprographie|1
reprographier|1
représaille|1
représailles|1
représentant|1
représentante|1
représentatif|1
représentation|1
représentations|1
représentativité|1
représenter|1
représenté|1
reptation|1
reptile|1
repu|1
republication|1
republier|1
repue|1
repère|1
repérable|1
repérage|1
repérer|1
repéré|1
repêchage|1
repêcher|1
requalification|1
requin|1
requinquer|1
requis|1
requérant|1
requérir|1
requête|1
requêter|1
rescapé|1
rescapée|1
rescinder|1
rescision|1
rescousse|1
resocialisation|1
respect|1
respectabilité|1
respectable|1
respecter|1
respectif|1
respectueusement|1
respectueux|1
respirable|1
respirant|1
respirateur|1
respiration|1
respirer|1
respires|1
resplendir|1
resplendissant|1
resplendissante|1
resplendissement|1
responsabilisation|1
responsabiliser|1
responsabilité|1
responsabilté|1
responsable|1
resquille|1
resquiller|1
resquilleur|1
ressac|1
ressaisir|1
ressaisissement|1
ressassement|1
ressasser|1
ressasseur|1
ressassé|1
ressaut|1
ressemblance|1
ressemblant|1
ressembler|1
ressentiment|1
ressentir|1
resserrage|1
resserre|1
resserrement|1
resserrer|1
resserres|1
resserré|1
resservir|1
ressort|1
ressortir|1
ressortissant|1
ressource|1
ressourcement|1
ressources|1
ressouvenir|1
ressuage|1
ressuer|1
ressurgir|1
ressuscitation|1
ressusciter|1
ressuyage|1
restant|1
restante|1
restau|1
restaurant|1
restaurateur|1
restauration|1
restaurer|1
reste|1
rester|1
restes|1
restituable|1
restituer|1
restitution|1
restovite|1
restreindre|1
restreint|1
restreinte|1
restrictif|1
restriction|1
restrictions|1
restrictive|1
restructuration|1
restructurer|1
resucée|1
resurgir|1
retape|1
retaper|1
retard|1
retardant|1
retardataire|1
retardateur|1
retardement|1
retarder|1
retardé|1
retenant|1
retendre|1
retenir|1
retenter|1
retentir|1
retentissant|1
retentissement|1
retenu|1
retenue|1
retient|1
retirage|1
retirer|1
retiré|1
retirée|1
retombant|1
retombe|1
retomber|1
retombée|1
retors|1
retouche|1
retoucher|1
retoucheur|1
retoucheuse|1
retouché|1
retour|1
retour en arrière|1
retournable|1
retournant|1
retournement|1
retourner|1
retourné|1
retracer|1
retrait|1
retraite|1
retraiter|1
retraité|1
retraitée|1
retranchement|1
retrancher|1
retranscription|1
retranscrire|1
retransmetteur|1
retransmettre|1
retransmission|1
retremper|1
retrousser|1
retroussis|1
retroussé|1
retrouvable|1
retrouvailles|1
retrouver|1
rets|1
revaloir|1
revalorisation|1
revaloriser|1
revanchard|1
revanche|1
revancher|1
revenant|1
revendeur|1
revendicateur|1
revendicatif|1
revendication|1
revendiquer|1
revendre|1
revenir|1
revenir en arrière|1
revente|1
revenu|1
reverdir|1
revers|1
reversement|1
reverser|1
revider|1
revif|1
revigorant|1
revigorer|1
revirement|1
revisiter|1
revisser|1
revitalisation|1
revitaliser|1
revivifier|1
reviviscence|1
revivre|1
revoici|1
revoilà|1
revoir|1
revolver|1
revolving|1
revoyure|1
revue|1
revues|1
revêche|1
revêtement|1
revêtir|1
revêtu|1
rewriter|1
rewriteur|1
rewriting|1
rez-de-chaussée|1
rezzou|1
reçu|1
reître|1
rhabdomancie|1
rhabdomancien|1
rhabillage|1
rhabiller|1
rhabilleur|1
rhapsode|1
rhinanthe|1
rhingrave|1
rhinite|1
rhinolophe|1
rhinopharyngite|1
rhizophore|1
rhizostome|1
rhizotome|1
rhodoïd|1
rhombe|1
rhum|1
rhumatisant|1
rhumatisante|1
rhumatisme|1
rhume|1
rhume de cerveau|1
rhumerie|1
rhynchote|1
rhéotaxie|1
rhéotropisme|1
rhéteur|1
rhétoricien|1
rhétorique|1
rhétoriqueur|1
ri|1
ria|1
riant|1
ribambelle|1
ribaud|1
riboflavine|1
ribote|1
ribouldingue|1
ric-rac|1
ricanant|1
ricanement|1
ricaner|1
ricaneur|1
ricercare|1
riche|1
richement|1
richesse|1
richissime|1
rickshaw|1
ricocher|1
ricochet|1
rictus|1
ride|1
rideau|1
ridelle|1
rider|1
ridicule|1
ridiculement|1
ridiculisation|1
ridiculiser|1
ridiculisé|1
ridule|1
ridé|1
rien|1
rieur|1
rif|1
riflard|1
rifle|1
rifler|1
rigaudon|1
rigide|1
rigidifier|1
rigidité|1
rigodon|1
rigolade|1
rigolard|1
rigole|1
rigoler|1
rigoleur|1
rigolo|1
rigorisme|1
rigoriste|1
rigoureusement|1
rigoureux|1
rigueur|1
rikiki|1
rillons|1
rillot|1
rimant|1
rime|1
rimer|1
rimeur|1
rimeuse|1
rimmel|1
rince-bouteille|1
rinceau|1
rincer|1
rincette|1
rinceur|1
rinceuse|1
rincée|1
rinforzando|1
ring|1
ringard|1
ringardise|1
rinçage|1
rinçure|1
ripage|1
ripaille|1
ripailler|1
ripailleur|1
ripaton|1
ripement|1
riper|1
ripoliner|1
riposte|1
riposter|1
riquiqui|1
rire|1
ris|1
risette|1
risible|1
risque|1
risque-tout|1
risquer|1
risqué|1
rissoler|1
rissolé|1
ristourne|1
ristourner|1
risée|1
rite|1
ritournelle|1
ritualisme|1
rituel|1
rituelle|1
rituellement|1
rivage|1
rival|1
rivale|1
rivalise|1
rivaliser|1
rivalité|1
rive|1
river|1
riverain|1
rivet|1
rivetage|1
riveter|1
riveteuse|1
rivière|1
rivoir|1
rivure|1
rivé|1
rixe|1
roadster|1
robe|1
robert|1
robinet|1
robinier|1
roboratif|1
robot|1
robotique|1
robotisation|1
robotiser|1
robuste|1
robustesse|1
roc|1
rocade|1
rocaille|1
rocailleux|1
rocambolesque|1
rocelle|1
rochassier|1
roche|1
rochelle|1
rocher|1
rochet|1
rochets|1
rocheux|1
rocking-chair|1
rococo|1
rodage|1
roder|1
rodomont|1
rodomontade|1
rognage|1
rogne|1
rogner|1
rognon|1
rognonner|1
rognure|1
rogné|1
rogue|1
rogué|1
roi|1
roide|1
roideur|1
roidir|1
roitelet|1
roller|1
rollier|1
rollmops|1
rom|1
romain|1
romaine|1
roman|1
roman de gare|1
roman policier|1
romance|1
romancer|1
romanche|1
romancier|1
romanesque|1
romanichel|1
romanichelle|1
romantique|1
romantiquement|1
romarin officinal|1
romaïque|1
rompre|1
rompu|1
ronce|1
ronchon|1
ronchonne|1
ronchonnement|1
ronchonner|1
ronchonneur|1
rond|1
rond-de-cuir|1
rond-point|1
rondache|1
ronde|1
rondelet|1
rondelle|1
rondement|1
rondeur|1
rondier|1
rondin|1
ronflant|1
ronflement|1
ronfler|1
rongeant|1
ronger|1
rongeur|1
rongeuse|1
rongé|1
ronron|1
ronronnement|1
ronronner|1
ronéo|1
ronéotyper|1
roof|1
roquet|1
roquette|1
rorqual|1
rosace|1
rosacée|1
rosaire|1
rose|1
rose chair|1
rose des vents|1
rose mauve|1
rose trémière|1
roseau|1
roselet|1
roser|1
rosette|1
roseur|1
rosier|1
rosir|1
rosissement|1
rosière|1
rossard|1
rosse|1
rosser|1
rosserie|1
rossignol|1
rossolis|1
rossée|1
rostre|1
rosâtre|1
rosé|1
rosée|1
rot|1
rotang|1
rotatif|1
rotation|1
rotative|1
rotatoire|1
rotengle|1
roter|1
rotin|1
rotonde|1
rotondité|1
rotoplot|1
rotule|1
rotules|1
rotulien|1
roture|1
roturier|1
rouable|1
rouage|1
roublard|1
roublardise|1
roucoulade|1
roucoulement|1
roucouler|1
roue|1
rouer|1
rouerie|1
rouflaquette|1
rouge|1
rouge-gorge|1
rouge-queue|1
rougeaud|1
rougeot|1
rougeoyant|1
rouget|1
rougeur|1
rougeâtre|1
rough|1
rougir|1
rougissant|1
rouillant|1
rouille|1
rouiller|1
rouillé|1
roulade|1
roulage|1
roulant|1
roulante|1
roule|1
rouleau|1
roulement|1
rouler|1
roulette|1
rouleur|1
roulier|1
roulis|1
roulotte|1
roulure|1
roulé|1
roulé-boulé|1
roulée|1
roumi|1
round|1
roupie|1
roupiller|1
roupillon|1
rouquette|1
rouquin|1
rouscailler|1
rouspétance|1
rouspéter|1
rouspéteur|1
rouspéteuse|1
rousserolle|1
rousserolle des roseaux|1
roussette|1
rousseur|1
roussi|1
roussin|1
roussir|1
roussâtre|1
rouste|1
routard|1
route|1
router|1
routier|1
routine|1
routinier|1
rouvre|1
rouvrir|1
roux|1
roué|1
royal|1
royale|1
royalement|1
royalisme|1
royaliste|1
royaltie|1
royaume|1
royauté|1
royaux|1
ru|1
ruade|1
ruban|1
rubaner|1
rubescent|1
rubicond|1
rubiette|1
rubigineuse|1
rubigineux|1
rubis|1
rubrique|1
rubéfaction|1
rubéfiant|1
ruche|1
rucher|1
ruclon|1
rude|1
rudement|1
rudenter|1
rudesse|1
rudiment|1
rudimentaire|1
rudimentaires|1
rudoiement|1
rudoyer|1
rudération|1
rue|1
ruelle|1
ruer|1
rugir|1
rugissant|1
rugissante|1
rugissement|1
rugosité|1
rugueuse|1
rugueux|1
ruiler|1
ruine|1
ruiner|1
ruineux|1
ruiné|1
ruisseau|1
ruisselant|1
ruisseler|1
ruisselet|1
ruissellement|1
rumeur|1
ruminant|1
rumination|1
ruminer|1
rumsteck|1
runabout|1
rupestre|1
rupicole|1
rupteur|1
rupture|1
rural|1
ruse|1
ruser|1
rush|1
rustaud|1
rusticité|1
rustine|1
rustique|1
rustiquer|1
rustre|1
rusé|1
rusée|1
rut|1
rutabaga|1
rutilance|1
rutilant|1
rutilante|1
rutiler|1
ruée|1
rye|1
rythme|1
rythmer|1
rythmicité|1
rythmique|1
rythmiquement|1
rythmé|1
râble|1
râblé|1
râlant|1
râle|1
râlement|1
râler|1
râleur|1
râpe|1
râper|1
râpeux|1
râpé|1
râteau|1
râtelage|1
râteler|1
râtelier|1
règle|1
règlement|1
règles|1
règne|1
réaccoutumer|1
réactant|1
réacteur|1
réactif|1
réaction|1
réactionnaire|1
réactivation|1
réactiver|1
réactualisation|1
réactualiser|1
réadaptation|1
réadapter|1
réaffirmer|1
réagir|1
réajustement|1
réajuster|1
réale|1
réalignement|1
réaligner|1
réalisable|1
réalisaient|1
réalisait|1
réalisant|1
réalisateur|1
réalisation|1
réaliser|1
réalises|1
réalisiez|1
réalisions|1
réalisme|1
réaliste|1
réalisé|1
réalité|1
réaménagement|1
réaménager|1
réanimateur|1
réanimation|1
réanimer|1
réapparaître|1
réapparition|1
réapprendre|1
réapprovisionnement|1
réapprovisionner|1
réarmement|1
réarmer|1
réarrangement|1
réarranger|1
réassort|1
réassortiment|1
réassortir|1
rébarbatif|1
rébarbative|1
rébellion|1
rébus|1
récalcitrant|1
récapitulatif|1
récapitulation|1
récapitulations|1
récapituler|1
récemment|1
récent|1
récente|1
réceptacle|1
récepteur|1
réceptif|1
réception|1
réceptionnaire|1
réceptionner|1
réceptionniste|1
réceptivité|1
récessif|1
récession|1
réchampir|1
réchapper|1
réchappé|1
réchappée|1
réchaud|1
réchauffage|1
réchauffement|1
réchauffer|1
réchauffé|1
récidivant|1
récidive|1
récidiver|1
récidiviste|1
récif|1
récifs|1
récipiendaire|1
récipient|1
réciprocité|1
réciproque|1
réciproquement|1
réciproques|1
récit|1
récital|1
récitatif|1
réciter|1
récité|1
réclamation|1
réclame|1
réclamer|1
réclusion|1
réclusionnaire|1
récolte|1
récolter|1
récompense|1
récompenser|1
réconciliateur|1
réconciliation|1
réconcilier|1
réconfort|1
réconfortant|1
réconforter|1
récrier|1
récriminateur|1
récrimination|1
récriminer|1
récrire|1
récréatif|1
récréation|1
récréations|1
récréer|1
récupérable|1
récupération|1
récupérer|1
récurage|1
récurer|1
récurrence|1
récurrent|1
récursif|1
récusable|1
récusation|1
récuser|1
récépissé|1
rédacteur|1
rédaction|1
rédactionnel|1
rédempteur|1
rédemption|1
rédemptrice|1
rédhibition|1
rédhibitoire|1
rédiger|1
rédigée|1
rédimer|1
réducteur|1
réductible|1
réduction|1
réduire|1
réduit|1
réduplicatif|1
réduplication|1
réel|1
réelle|1
réellement|1
réembaucher|1
réemploi|1
réemployer|1
réensemencer|1
réessayer|1
réexamen|1
réexaminer|1
réexpédier|1
réexpédition|1
réfaction|1
réfection|1
réfectoire|1
réflecteur|1
réflexe|1
réflexion|1
réfléchi|1
réfléchie|1
réfléchir|1
réfléchissant|1
réfléchit|1
réformable|1
réformateur|1
réformation|1
réforme|1
réformer|1
réformisme|1
réformiste|1
réformé|1
réfractaire|1
réfracter|1
réfracteur|1
réfraction|1
réfrigérant|1
réfrigérateur|1
réfrigération|1
réfrigérer|1
réfréner|1
réfugier|1
réfugié|1
réfugié de la mer|1
réfugiée|1
réfutable|1
réfutation|1
réfuter|1
référence|1
référendum|1
référent|1
référentiel|1
référer|1
référer à|1
référé|1
rég|1
régal|1
régaler|1
régalien|1
régate|1
régent|1
régenter|1
régenté|1
régi|1
régicide|1
régie|1
régime|1
régiment|1
région|1
régional|1
régionalement|1
régionalisation|1
régionaliser|1
régionalisme|1
régionaliste|1
régir|1
régisseur|1
réglable|1
réglage|1
réglementaire|1
réglementairement|1
réglementaires|1
réglementation|1
réglemente|1
réglementer|1
réglementé|1
régler|1
réglette|1
réglo|1
réglé|1
régnant|1
régner|1
régresser|1
régressif|1
régression|1
régularisation|1
régulariser|1
régularité|1
régulateur|1
régulation|1
réguler|1
régulier|1
réguliers|1
régulière|1
régulièrement|1
régurgitation|1
régurgiter|1
régénérateur|1
régénération|1
régénérer|1
réhabilitation|1
réhabiliter|1
réhabilité|1
réhabituer|1
réification|1
réifier|1
réimplantation|1
réimpression|1
réincarnation|1
réincarner|1
réinjecter|1
réinsertion|1
réinsérer|1
réinterpréter|1
réintroduire|1
réintégration|1
réintégrer|1
réinventer|1
réitératif|1
réitération|1
réitérer|1
réjoui|1
réjouir|1
réjouissance|1
réjouissances|1
réjouissant|1
rémanence|1
rémanent|1
rémige|1
réminiscence|1
rémissible|1
rémission|1
rémittence|1
rémittent|1
rémouleur|1
rémunérateur|1
rémunération|1
rémunérer|1
rémunéré|1
réméré|1
rénal|1
rénitence|1
rénovateur|1
rénovation|1
rénover|1
réorchestration|1
réorganisation|1
réorganiser|1
réorientation|1
réorienter|1
répandre|1
répandu|1
réparable|1
réparateur|1
réparation|1
réparer|1
répartement|1
réparti|1
répartie|1
répartir|1
répartiteur|1
répartition|1
répartitrice|1
répercussion|1
répercuter|1
répercuté|1
répercutée|1
répertoire|1
répertoires|1
répertorier|1
répit|1
réplication|1
réplique|1
répliquer|1
réplétion|1
répondant|1
répondante|1
répondre|1
réponse|1
répresseur|1
répressible|1
répressif|1
répression|1
réprimandant|1
réprimande|1
réprimander|1
réprimer|1
réprobateur|1
réprobation|1
réprobatrice|1
réprouvable|1
réprouver|1
réprouvé|1
réprouvée|1
répréhensible|1
répréhension|1
républicain|1
république|1
répudiation|1
répudier|1
répugnance|1
répugnant|1
répugnante|1
répugner|1
répulsif|1
répulsion|1
réputation|1
réputer|1
réputé|1
répéter|1
répétiteur|1
répétitif|1
répétition|1
répétitive|1
répétitivement|1
répété|1
répétée|1
réquisit|1
réquisition|1
réquisitionner|1
réquisitoire|1
réseau|1
résection|1
réservation|1
réserve|1
réserver|1
réserves|1
réservoir|1
réservé|1
réservée|1
résidant|1
résidence|1
résident|1
résidentiel|1
résider|1
résidu|1
résiduaire|1
résiduel|1
résiduelle|1
résignataire|1
résignation|1
résigner|1
résigné|1
résiliable|1
résiliation|1
résilier|1
résille|1
résine|1
résiner|1
résineux|1
résinier|1
résinifère|1
résipiscence|1
résistance|1
résistant|1
résister|1
résistible|1
résistivité|1
résolu|1
résoluble|1
résolue|1
résolument|1
résolution|1
résonance|1
résonant|1
résonnant|1
résonnement|1
résonner|1
résorber|1
résorption|1
résoudre|1
résultant|1
résultante|1
résultat|1
résulter|1
résumer|1
résumé|1
résurgence|1
résurrection|1
réséda|1
réséquer|1
rétabli|1
rétablir|1
rétablissement|1
rétamer|1
rétamé|1
rétention|1
rétiaire|1
réticence|1
réticent|1
réticule|1
réticulocyte|1
réticulum|1
rétif|1
rétinol|1
rétivité|1
rétorquer|1
rétorsion|1
rétractable|1
rétractation|1
rétracter|1
rétractile|1
rétraction|1
rétribuer|1
rétribution|1
rétribué|1
rétro|1
rétroactif|1
rétroaction|1
rétrocession|1
rétrochargeuse|1
rétrocéder|1
rétrofusée|1
rétrogradation|1
rétrograde|1
rétrograder|1
rétrogression|1
rétroprojecteur|1
rétropropulsion|1
rétrospectif|1
rétrospective|1
rétrospectivement|1
rétroviseur|1
rétréci|1
rétrécir|1
rétrécissement|1
réuni|1
réunificateur|1
réunification|1
réunificatrice|1
réunifier|1
réunion|1
réunions|1
réunir|1
réussi|1
réussie|1
réussir|1
réussissant|1
réussite|1
réutilisation|1
réutiliser|1
réveil|1
réveille-matin|1
réveiller|1
réveillon|1
réveillé|1
réverbère|1
réverbération|1
réverbérer|1
réversible|1
réversion|1
révisable|1
réviser|1
réviseur|1
révision|1
révisionnisme|1
révisionniste|1
révocabilité|1
révocable|1
révocation|1
révocatoire|1
révoltant|1
révolte|1
révolter|1
révolté|1
révolu|1
révolution|1
révolutionnaire|1
révolutionner|1
révolvériser|1
révoquer|1
révulser|1
révulsif|1
révulsion|1
révélant|1
révélateur|1
révélation|1
révélatrice|1
révéler|1
révélé|1
révérence|1
révérencieusement|1
révérencieux|1
révérend|1
révérer|1
rééchelonnement|1
réécrire|1
réécriture|1
réédifier|1
rééditable|1
rééditer|1
réédition|1
rééducation|1
réélire|1
réémetteur|1
réétudier|1
réévaluation|1
réévaluer|1
rêche|1
rêne|1
rêvasser|1
rêvasserie|1
rêvasseur|1
rêve|1
rêver|1
rêverie|1
rêveur|1
rêveusement|1
rêvé|1
rêvée|1
rôder|1
rôdeur|1
rôle|1
rôles|1
rônier|1
rôt|1
rôti|1
rôtir|1
rôtisserie|1
rôtisseur|1
rôtisseuse|1
rôtissoire|1
sabbat|1
sabine|1
sabir|1
sable|1
sable mouvant|1
sabler|1
sablier|1
sablière|1
sablon|1
sablonneux|1
sablonnière|1
sabord|1
sabordage|1
sabordement|1
saborder|1
sabordé|1
sabot|1
sabotage|1
saboter|1
saboteur|1
saboteuse|1
sabouler|1
sabra|1
sabrage|1
sabre|1
sabrer|1
sabreur|1
sabreuse|1
sac|1
sac à dos|1
saccade|1
saccadé|1
saccage|1
saccager|1
saccageur|1
saccharase|1
saccharine|1
saccharose|1
sacerdoce|1
sachem|1
sachet|1
sacoche|1
sacquer|1
sacral|1
sacralisation|1
sacraliser|1
sacre|1
sacrement|1
sacrer|1
sacret|1
sacrificateur|1
sacrificatoire|1
sacrificatrice|1
sacrifice|1
sacrificiel|1
sacrifier|1
sacrilège|1
sacripant|1
sacristain|1
sacristie|1
sacro-saint|1
sacré|1
sacrément|1
sadique|1
sadisme|1
safari|1
safran|1
safran du Gâtinais|1
saga|1
sagace|1
sagacité|1
sagaie|1
sagard|1
sage|1
sage-femme|1
sage-homme|1
sagement|1
sagesse|1
sagette|1
sagittaire|1
sagou|1
sagouin|1
sagoutier|1
sagum|1
saharien|1
saharienne|1
sahraoui|1
sahélien|1
saie|1
saignant|1
saignement|1
saignement de nez|1
saigner|1
saigneur|1
saigneuse|1
saigneux|1
saignée|1
saillant|1
saillie|1
saillir|1
sain|1
sainbois|1
saindoux|1
saine|1
sainement|1
sainfoin|1
saint|1
saint-bernard|1
saint-crépin|1
saint-père|1
saint-siège|1
saint-sulpicien|1
saint-émilion|1
sainte|1
sainteté|1
saisi|1
saisie|1
saisir|1
saisissable|1
saisissant|1
saisissement|1
saison|1
saisonnier|1
sakieh|1
salace|1
salacité|1
salade|1
salaire|1
salaison|1
salamalec|1
salami|1
salant|1
salarier|1
salarié|1
salariée|1
salariés|1
salaud|1
sale|1
salement|1
saleron|1
saleté|1
sali|1
salicine|1
salicoque|1
salicorne|1
salicoside|1
saligaud|1
salin|1
saline|1
salinier|1
salir|1
salissant|1
salissure|1
salivation|1
salive|1
saliver|1
salière|1
salle|1
salle de jeux|1
salle de séjour|1
salle des machines|1
salle à manger|1
salmigondis|1
salmoniculture|1
saloir|1
salon|1
saloon|1
salopard|1
saloperie|1
salsepareille|1
salsifis|1
saltimbanque|1
salubre|1
salubrité|1
saluer|1
salut|1
salutaire|1
salutation|1
salvateur|1
salve|1
salé|1
salée|1
samaritain|1
samedi|1
samit|1
samouraï|1
samovar|1
samoyède|1
sanatorium|1
sanatoriums|1
sanctificateur|1
sanctification|1
sanctifier|1
sanction|1
sanctionner|1
sanctionné|1
sanctuaire|1
sandale|1
sandalette|1
sanderling|1
sandjak|1
sandow|1
sandwich|1
sandwicher|1
sang|1
sang-froid|1
sang-mêlé|1
sanglant|1
sanglante|1
sangle|1
sangler|1
sanglier|1
sanglot|1
sanglotement|1
sangloter|1
sangria|1
sanguin|1
sanguinaire|1
sanguinolent|1
sanguisorbe|1
sanicle|1
sanie|1
sanieux|1
sanitaire|1
sanitaires|1
sans|1
sans ailes|1
sans appétit|1
sans arrêt|1
sans cesse|1
sans condition|1
sans doute|1
sans fin|1
sans queue|1
sans quoi|1
sans tarder|1
sans tête|1
sans voix|1
sans-abri|1
sans-coeur|1
sans-emploi|1
sans-faute|1
sans-façon|1
sans-grade|1
sans-gêne|1
sans-le-sou|1
sans-logis|1
sans-patrie|1
sans-souci|1
sanskritisme|1
sanskritiste|1
sansonnet|1
sansonnets|1
santoline|1
santé|1
sanve|1
saoul|1
saouler|1
sapajou|1
sape|1
saper|1
sapeur|1
sapeur-pompier|1
sapide|1
sapidité|1
sapience|1
sapin|1
sapine|1
sapinette|1
sapinière|1
saponase|1
sarabande|1
sarcasme|1
sarcastique|1
sarcastiquement|1
sarclage|1
sarcler|1
sarclette|1
sarcleur|1
sarcloir|1
sarcome|1
sarcophage|1
sarcophages|1
sarcopte|1
sardanapalesque|1
sardine|1
sardinelle|1
sardinier|1
sardonique|1
sardoniquement|1
sari|1
sarisse|1
sarment|1
sarong|1
sarrasin|1
sarrasine|1
sarrau|1
sarrette|1
sartrien|1
sas|1
sasser|1
sassé|1
satanique|1
sataniquement|1
sataniques|1
satellisation|1
satelliser|1
satellite|1
satin|1
satiner|1
satiné|1
satire|1
satirique|1
satiriquement|1
satiriser|1
satiriste|1
satisfaction|1
satisfaire|1
satisfaisant|1
satisfait|1
satisfecit|1
satiété|1
satrape|1
saturateur|1
saturation|1
saturer|1
saturne|1
saturnie|1
saturnien|1
saturé|1
saturée|1
satyre|1
satyriasis|1
sauce|1
saucer|1
saucier|1
sauciflard|1
saucisse|1
saucisson|1
saucissonnage|1
saucissonner|1
saucissonné|1
saucée|1
sauf|1
sauf-conduit|1
sauge des bois|1
saugrenu|1
saulaie|1
saumon|1
saumoneau|1
saumonette|1
saumurage|1
saumâtre|1
sauna|1
saunier|1
saupoudrage|1
saupoudrer|1
saupoudreuse|1
saupoudroir|1
saur|1
saurer|1
saurien|1
saussaie|1
saut|1
saut-de-lit|1
sautant|1
sautelle|1
sauter|1
sauterelle|1
sauterelle de mer|1
sauterie|1
sauteur|1
sauteuse|1
sautillant|1
sautillement|1
sautiller|1
sautoir|1
sauté|1
sauvage|1
sauvagement|1
sauvageon|1
sauvagerie|1
sauvant|1
sauve|1
sauve-qui-peut|1
sauvegarde|1
sauvegarder|1
sauvegardé|1
sauvegardée|1
sauver|1
sauveteur|1
sauveur|1
sauveuse|1
sauvé|1
sauvée|1
savamment|1
savane|1
savant|1
savarin|1
savate|1
savetier|1
saveur|1
savoir|1
savoir-faire|1
savoir-vivre|1
savon|1
savonnage|1
savonner|1
savonneux|1
savourer|1
savoureuse|1
savoureusement|1
savoureux|1
saxatile|1
saxe|1
saxhorn|1
saxicole|1
saxifrage|1
saxon|1
saynète|1
sayon|1
saï|1
saïga|1
scabieux|1
scabreuse|1
scabreux|1
scalde|1
scalp|1
scalpel|1
scampi|1
scandale|1
scandaleusement|1
scandaleux|1
scandaliser|1
scandalisé|1
scander|1
scandinave|1
scandé|1
scanner|1
scanographie|1
scansion|1
scare|1
scarificateur|1
scarification|1
scarifier|1
scarole|1
scatologique|1
scatophage|1
scatophile|1
sceau|1
scellement|1
sceller|1
scellé|1
scepticisme|1
sceptique|1
sceptiquement|1
sceptre|1
schiedam|1
schismatique|1
schisme|1
schiste|1
schistosome|1
schizogamie|1
schizonévrose|1
schizophrène|1
schizophrénie|1
schlass|1
schlittage|1
schlitte|1
schlittes|1
schnaps|1
schooner|1
schproum|1
schupo|1
schuss|1
schème|1
schéma|1
schématique|1
schématiquement|1
schématisation|1
schématiser|1
sciage|1
sciant|1
sciatique|1
scie|1
sciemment|1
science|1
science-fiction|1
scientifique|1
scientifiquement|1
scier|1
scieur|1
scinder|1
scintigramme|1
scintigraphie|1
scintillant|1
scintillation|1
scintillement|1
scintiller|1
scintillogramme|1
scion|1
sciotte|1
scirpe|1
scissile|1
scission|1
scissionnaire|1
scissionniste|1
scissiparité|1
scissure|1
scléroprotéine|1
sclérose|1
scléroser|1
sclérosé|1
scolaire|1
scolarité|1
scoliaste|1
scolie|1
scolopendre|1
sconse|1
scoop|1
scooter|1
scorbut|1
score|1
scorie|1
scories|1
scorpion|1
scorpion de mer|1
scorpène|1
scorsonère|1
scotch|1
scotcher|1
scotie|1
scotomisation|1
scotomiser|1
scoumoune|1
scout|1
scribe|1
script|1
script-girl|1
scripte|1
scripturaire|1
scrofulaire|1
scrofule|1
scrofules|1
scrofuleuse|1
scrofuleux|1
scrupule|1
scrupuleusement|1
scrupuleux|1
scrutateur|1
scruter|1
scrutin|1
scruté|1
sculpter|1
sculpteur|1
sculptrice|1
sculptural|1
sculpture|1
scyphozoaire|1
scène|1
scènes|1
scélérat|1
scélératesse|1
scénario|1
scénariste|1
scénique|1
se|1
se consacrer|1
se donner|1
se démettre|1
se désister|1
se foutre de|1
se livrer|1
se monter à|1
se méfier|1
se pommeler|1
se poser|1
se préciser|1
se remuer|1
se référer à|1
se tramer|1
sea-line|1
seau|1
sebkha|1
sec|1
second|1
second rôle|1
secondaire|1
secondairement|1
seconde|1
secondement|1
seconder|1
secondé|1
secouement|1
secouer|1
secourable|1
secourir|1
secouriste|1
secours|1
secousse|1
secoué|1
secret|1
secrète|1
